,restaurant,type,price,rating,review,url
138,Albona,Cuisine Italian,From 25 USD    to 49 USD,Good standard.,"This brightly painted mid-century bungalow is nestled on a street with high-rises. Inside, find a petite, cozy, and brasserie-like dining room outfitted with velvet curtains and effusive waiters donning traditional waistcoats. Photographs on the walls depict the Istrian village from which the restaurant takes both its name and cuisine inspiration: the focus here is on the peninsula's cooking, where classic Roman and Venetian styles meet Croatian influences. The menu reveals delicious but somewhat unfamiliar dishes like pork involtini stuffed with sauerkraut and enhanced by preserved-fruit sauce; or cured sardines with raisins and pine nuts. While presentations aren't overly refined, it's the ultimate in comfort fare-deeply satisfying and very flavorful.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94133-Albona-122635-41102
139,Prospect,Cuisine American,From 50 USD    to 74 USD,Very good standard.,"For a polished and contemporary experience that doesn't sacrifice approachability, FiDi denizens turn to Prospect, a crowd-pleaser for the full-pocketbook crowd. Set on the ground floor of a soaring high-rise, its airy space offers attractive, roomy tables, adept service, and a popular, well-stocked cocktail bar. Simple, well-constructed American fare abounds, with menu mainstays like an heirloom tomato salad with creamy dollops of burrata and crisp, garlicky breadcrumbs; or a perfectly flaky Coho salmon fillet set over earthy black rice, sweet yellow corn, and caramelized summer squash. Dessert should not be missed: the butter brickle icebox cake with honey-glazed plums and toasted pecan butter crunch is a truly memorable treat.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94105-Prospect-293071-41102
140,Delarosa,Cuisine Italian,From 25 USD    to 49 USD,Simple standard.,"People-watching aficionados will delight in this Marina favorite, where sidewalk tables afford a killer view of Chestnut Street's many stroller-pushing parents, awestruck tourists, and Pilates-toned socialites. Befitting the visual overload, bright orange is Delarosa's signature color and can be seen in light fixtures hanging over communal tables as well as eye-popping tiles in the kitchen. Simple, rustic Italian food steals the show, like spicy-smoky thin-crust pizzas topped with salami, coppa, and chopped chilies, or a fresh, flavorful salad of young kale with a pecorino-Caesar dressing. The laid-back vibe extends to the signature dessert: a trio of puffy, sugar-dusted bomboloni, served warm with chocolate, raspberry, and mascarpone dipping sauces.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94123-Delarosa-271324-41102
141,Aster,Cuisine Californian,From 50 USD    to 74 USD,"A MICHELIN star: cuisine of great finesse. Worth the step! 





Good standard.","Fine dining SF-style means hip soundtracks, spare spaces, and going to dinner in jeans, but this newcomer makes all of those trappings seem cool, never forced. Set in a quiet, residential corridor of the Mission, Aster's caramel-colored banquettes, wood tabletops, and strands of LED lights make for a studied, yet casual vibe. This is the kind of place where even the attentive, hospitable service manages to feel laid-back, but getting in will require some effort-If you can't score a reservation, line up early to snag a walk-in table. Start with an aperitif as you peruse Chef Brett Cooper's elegant menu, which deftly interplays sweet, tangy, earthy, and salty elements in dishes like blanched asparagus with egg yolk, grilled spring onions, and shreds of ham hock. Packets of black cod, wrapped in chard leaves and steamed until tender, arrive in a complex, smoky bone broth, while deliriously rich pork head croquettes are balanced by a zippy arugula salad with blood orange kosho. Aster's light food makes it easy to save room for the excellent desserts, including a decadent and refreshing beet-and-blood orange crémeux, or a raspberry meringue with just a hint of Sichuan peppercorn.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94110-Aster-471906-41102
142,Blackwood,Cuisine Fusion,From 25 USD    to 49 USD,Good standard.,"For a hip, fusion-y take on Thai fare, Marina locals beeline to this stylish spot, which offers classic dishes like shredded mango salad with cilantro, scallions, and smoky tiger prawns, as well as more mod items such as grilled Wagyu flank steak massaged with a five-spice sauce, set atop ginger rice and garlicky long beans. Empanada-like samosas come stuffed with potato, caramelized onions, and carrots, accompanied by a light and refreshing cucumber-avocado salad. The sleek interior features tufted banquettes and enormous mirrors, but the prime perch is at their lovely front patio, with two fireside communal tables that face the hustle and bustle of Chestnut Street. Allow extra time for parking and expect a wait at weekend brunch-the most popular service.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94123-Blackwood-372859-41102
143,Piperade,Cuisine Basque,From 25 USD    to 49 USD,Good standard.,"Basque Chef Gerald Hirigoyen blends the region's French and Spanish roots at this popular restaurant and favorite for business lunches. His roasted lamb gets a touch of Middle Eastern flavor thanks to merguez sausage and a sweet-smoky cumin-date relish, served with tender and caramelized roasted fennel bulb. A solidly Gallic apple galette is deliciously none-too-sweet, combining puff pastry, finely shaved apple slices, and decadant caramel sauce. Located among historic warehouses in a commercial district, this charming dining room features wood floors, brick walls, and chandeliers made from empty wine bottles. Hold a confab at the eight-person round table, or enjoy a solo glass of wine on the covered front patio and while away a warm afternoon.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94111-Piperade-122654-41102
144,Tuba,Cuisine Turkish,From 25 USD    to 49 USD,Good standard.,"In a city where Turkish dishes are too often folded into in an unsatisfying ""pan-Middle Eastern"" menu, this bona fide charmer bursts with authentic flavor, as evidenced by its sizable clientele of handsome expats. Tuba's space is warm and welcoming, with crimson walls, soft, romantic lighting, and a friendly staff. Start with a selection of meze like sigara boregi (thin phyllo-dough pastries filled with potatoes and peppery feta) and moist, fluffy falafel. Then dive into a smoky ground beef kebab with spicy chopped bell peppers and zesty spices. Desserts like the künefe, a mild white cheese wrapped in phyllo, soaked in syrup, and topped with pistachios, are worth saving room for, especially with a strong Turkish coffee or intensely flavored tea.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94110-Tuba-468666-41102
145,Dragon Well,Cuisine Chinese,From 13 USD    to 24 USD,Simple standard.,"This Marina mainstay nestled among the posh boutiques of Chestnut Street has been at it for over a decade. Westernized classics crafted with fantastically fresh ingredients are the secret to their ongoing success. Inside, high ceilings with sunny skylights and butter-yellow walls evoke an airy feel, while framed photos depict the everyday life of the vast Chinese culture. Pop in for a shopping break and nosh on tasty tea-smoked duck, served with hand-made steamed buns, thick hoisin sauce, and julienned leeks; or Chinese chicken salad, mixed with cilantro and a lemon-soy vinaigrette. The Kung Pao chicken, stir-fried with roasted peanuts and chili sauce, is fiery but never overpowering. Sweeten things up with a chocolate (or traditional) fortune cookie.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94123-Dragon_Well-122552-41102
146,Boulevard,Cuisine Californian,From 50 USD    to 74 USD,Good standard. Our best addresses.,"Housed in one of the city's most historic buildings, this Belle Époque stunner is still breathtaking after more than 20 years, with glamorous mosaic floors, colorful glass, and polished bronze at every turn. The Embarcadero-adjacent location offers lovely views of the Bay Bridge and the water, and business lunchers as well as evening romance-seekers adore its transporting vibe. Chef/owner Nancy Oakes is known as a pioneer of Californian cooking, with comforting takes on standards like Dungeness crab with avocado and ruby-red grapefruit, burrata served with a side of shaved kale, and flaky halibut over a mashed potato cake. Sweets are notable: try the pear- and apple-studded winter symphony crisp or creamy butterscotch pudding with pecan granola for a bit of bliss.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94105-Boulevard-122422-41102
147,Papito,Cuisine Mexican,From 13 USD    to 24 USD,Simple standard.,"Owned by the team behind nearby Chez Maman, this taqueria has a French touch that complements its sunny, bistro-like environs on the slope of Potrero Hill. The colorful walls and tightly packed tables lead to a semi-open kitchen full of energy and movement, where servers may be snappy without ever sacrificing timely presentations. Start with the zippy ensalada Papito, packed with avocado, crispy tortilla strips, and cilantro dressing. Then, dig into the giant mushroom quesadilla with Oaxaca cheese or crisp rock cod tacos with chipotle mayo and cabbage slaw. Well-crafted Mexican entrées, a flavorful salsa selection, and a fully-stocked bar further cement Papito's status as a neighborhood favorite spot for a quiet lunch or bustling dinner.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94107-Papito-325319-41102
148,Viva Goa,Cuisine Indian,From 13 USD    to 24 USD,Simple standard.,"The Portuguese-influenced cuisine of Goa typically gets less play in the States than that of its northern neighbors. But Goan food takes center stage in this sparse, low-key dining room decked with burgundy booths. The kitchen is skilled at preparing delicious dishes like a spicy bronzed curry with prawns and coconut milk or channa xacutti, a creamy concoction of chickpeas, fresh coconut, onion, carrot, and poppy seeds. The less adventurous can opt for more familiar Indian items like crisp, golden-brown samosas filled with potato and peas, and chewy, smoky naan studded with garlic and fresh cilantro. Takeout and delivery are the core of the restaurant's dinner business, so those in search of a lively scene might prefer the crowd-drawing (and budget-friendly) lunch buffet.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94123-Viva_Goa-325315-41102
149,Gary Danko,Cuisine Contemporary,From 75 USD    to 150 USD,"A MICHELIN star: cuisine of great finesse. Worth the step! 





Very good standard.","It is clear what all the fuss is about, right from the moment one enters this polished wood veneer sanctum of Chef Danko's revered dining room. Dressed-up occupants in the mood to celebrate are bathed in flattering light and surrounded by a rainforest's worth of orchids. Service is without reproach and displays an uncommon loyalty; diners here experience a level of hospitality usually reserved for luxury hotels. Customizable tastings allow guests to mix and match their own three- to five-course meals from a menu of classic cooking layered with global inspiration. Pan-seared quail salad features a crispy rosemary-scented potato cake, sautéed maitake mushrooms, and wild greens-an eye-catching composition united by a warm pomegranate-sweetened dressing. Intensely crisp soft-shell crabs are even easier to love when nestled in a bed of white polenta scattered with black sesame seeds, enhanced with pickled ginger and zesty lime to cut the richness. Banana tart with rum pastry cream, caramel sauce, and coconut sorbet is a fine choice for dessert, made even sweeter when paired with an after-dinner selection from the outstanding wine list boasting over 2,000 bottles from around the globe.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94109-Gary_Danko-122642-41102
150,Mamacita,Cuisine Mexican,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","An eclectic mix of young families, stylish hipsters, and see-and-be-seen Marinaites may pack its tables, but this hot ticket has more to offer than looks alone. The talented kitchen's creative takes on Mexican flavors are always on-point, from shrimp ""al pastor"" tacos with a sweet-spicy apple-mango salsa, to molotes, masa fritters oozing a delectable mixture of smoky ground beef and Monterey Jack cheese; as well as esquites, chile-inflected roasted corn with cotija and crema. Mamacita's food is deeply flavorful, varied, and made for sharing (but you'll want to make a reservation if you bring a big group, because just about everyone has the same idea). Stuck with a wait? Head to the front bar for a tasty mezcal cocktail or three to help ease the sting.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94123-Mamacita-122557-41102
151,Coqueta,Cuisine Spanish,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","Local diners have a full-blown infatuation with Michael Chiarello's city-side spot, though its name is Spanish for ""flirt."" The handsome dining room is a rustic-chic and masculine display of cowhides, distressed wood, and stone, with huge windows overlooking the Embarcadero. All this makes the crowded Pier 5 restaurant a highly coveted reservation. The Spanish fare has some California lightness (order extra). Begin with oblong, crunchy fried and chicharrón-encrusted chicken croquetas filled with English pea mousse. Toasted sandwiches of smoked salmon with queso fresco and truffle honey are tasty little bites. Desserts are a slam dunk with a touch of sweet-don't miss the lush Manchego cheesecake dipped in caramel-white chocolate with caramel corn.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94111-Coqueta-401079-41102
152,Beretta,Cuisine Italian,From 25 USD    to 49 USD,Simple standard.,"A lively vibe, strong cocktail program, and late hours (until 1:00 A.M. nightly) ensure that the crowds have yet to abate at this longtime Mission hot spot. The menu is packed with flavorful Italian items and delicious antipasti like rich and chunky eggplant caponatina with oozing burrata drizzled in excellent olive oil. Crisp, thin crust pizzas are another highlight, with tangy sauce and cured meats like spicy salami and coppa. A handful of booths offer a more private experience, while a large communal table serves the walk-in crowd. Whether you're spending an evening amid the glow of Edison bulbs and the clink of cocktail shakers or munching on a brunch-time pizza carbonara at a sunny outdoor table, you'll exit both sated and energized.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94110-Beretta-233229-41102
153,The Slanted Door,Cuisine Vietnamese,From 25 USD    to 49 USD,Good standard.,"Reservations are a challenge at this modern stunner with a killer view of the Bay Bridge, which has managed to stay atop tourists' hit lists even as its NorCal spin on Vietnamese food has steadily become more uninspired and corporate. It's an efficient, professional place, but with little warmth; the hospitality is hit-or-miss at best. Steer clear of the overpraised cellophane noodles with crab or overpriced shaking beef, and stick to more solid offerings like gau choy gow, pan-fried dumplings with Gulf shrimp and vibrant garlic chives accompanied by a zippy soy and fish-sauce dip. Half-orders are encouraged, so take advantage by sampling more than one of the delectable vegetable sides, like crisp, spicy broccoli with pressed tofu.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94111-The_Slanted_Door-122658-41102
154,A16,Cuisine Italian,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","An undying favorite of yuppies, families, and tourists alike, A16 is known for rustic Italian cooking and a vast selection of delicious, unusual wines from all over the boot. Dinner reservations are indispensable, especially if you want one of the prime counter seats facing the open kitchen and wood-burning pizza oven. The menu's pies, pastas, and antipasti change with the season, so you could sample anything from perfectly al dente bucatini with roasted cherry tomatoes, garlic, and flaky white anchovies to grilled bruschetta piled with caramelized prosciutto, creamy ricotta, cherry tomatoes, and blistered shishito peppers. For dessert, look no further than the fig crostata with vanilla gelato, which tastes like the work of a particularly talented nonna.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94123-A16-122548-41102
155,Epic Steak,Cuisine Steakhouse,From 50 USD    to 74 USD,Good standard. Our best addresses.,"A meal at Epic is a ticket to a wondrous view-the Bay Bridge arching over the gentle water with Treasure Island across the way, plus the twinkle from The Bay Lights installation, which promises to shine again in early 2016. It's so pretty that you might struggle to keep your eyes on the plate. This roast house's surroundings are no slouch either, with a clubby, leather-clad dining room leading to a terrace designed for sunny afternoons. As the name promises, meat is the big draw here, with juicy, tender cuts of everything from American prime beef to Japanese Wagyu. An old-school shrimp cocktail, fish dishes, and even venison round out the offerings, and a wine list rich with bold reds complements the cooking. At night, prices can get high; consider lunch for a more affordable visit.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94105-Epic_Steak-212066-41102
156,Spruce,Cuisine Californian,From 50 USD    to 74 USD,"A MICHELIN star: cuisine of great finesse. Worth the step! 





Very good standard.","Set in one of San Francisco's snazziest neighborhoods, Spruce draws a regular crowd of wealthy retirees and corporate types by day; evening brings couples out for date night. The dining room is masculine yet modern, with velvet banquettes, studded leather chairs, and splashes of charcoal and chocolate. A small front café serves coffee and pastries, while the marble bar lures happy-hour crowds for a lengthy choice of cocktails or glass of wine from their extensive global list. Micro-seasonal and delightfully Californian, Spruce's cuisine spotlights Mediterranean cooking that is at once simple and undeniably elegant. Rustic and homey starters may include a savory turkey soup stocked with thick, toothsome strands of tagliatelle, sliced carrots, and tender white meat. Pan-roasted black cod begins as a beautifully seared skin-on fillet, which is then topped with smoked cherry tomatoes and plump borlotti beans, further elevated with a quenelle of basil pesto and fresh herb leaves. For dessert, miniature vanilla bean-speckled panna cotta is artistically plated alongside a swipe of silky crémeux infused with Kaffir lime, a neat scoop of blood orange sorbet, granola, and pomegranate arils.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94118-Spruce-212059-41102
157,Waterbar,Cuisine Seafood,From 50 USD    to 74 USD,Good standard. Our best addresses.,"Stunning views of the Bay Bridge are the chief draw at this Embarcadero fave for sipping wine on the lovely terrace and slurping oysters at the enormous raw bar. Though the polished, modern dining room can seem serious (as can the expense account-rocking prices), warm and thoughtful service brings things back down to earth. Seafood-centric entrées make global use of the local waters' bounty by way of tender squid almost bursting with chorizo alongside candy-like chickpeas. Perfectly crisp pan-roasted striped bass atop flavorful wild rice oozes with delectable flavors and textures; and an Americana-influenced dessert menu (think carrot cake ice-cream sandwiches with rum-raisin sauce) is the final touch in ensuring that Waterbar stays packed to the gills.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94105-Waterbar-212072-41102
158,Sociale,Cuisine Italian,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","Italian in name but Californian in spirit, Sociale is a go-to for comfort fare that blends the best of both worlds. Creamy burrata is served over pumpkin purée and garnished with pepitas and pecans, while braised pork belly with a wine sauce melts in the mouth. Dessert is a must; you'll be hard-pressed to find a table that can resist ordering the signature chocolate oblivion cake, a sinfully rich ganache accented with olive oil, sea salt, and amaretti cookie crumble. Located at the end of an alley with a quiet heated patio, the vibe here is bistro-chic, with a hint of European flair accented by the warm, accommodating staff and the Italian and French chanteuses on the playlist. It's the kind of neighborhood gem that everyone wishes they had on their block.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94118-Sociale-122592-41102
159,Hong Kong Lounge II,Cuisine Chinese,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","While lesser Chinese restaurants struggle to balance quality dim sum with equally tasty dinner entrées, Hong Kong Lounge II does it all. As a result, it's become one of the Richmond's biggest draws, with big crowds on weekends and Chinese families packing the round banquet tables at lunch and dinner. The pretty interior's rose walls, wood screens, and white tablecloths are another attractive step up from the competition. Bring a group to fully sample the array of winning dishes, including handmade soup dumplings, tender honey-glazed barbecue pork, salt-and-pepper tofu fritters, and an excellent mushroom rice-noodle roll. Skip the steamed pork buns and opt for the fluffy baked ones-their crisp, slightly sweet, and very unique topping is a real highlight.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94118-Hong_Kong_Lounge_II-439937-41102
160,Carmel Pizza Company,Cuisine Pizza,From 13 USD    to 24 USD,Simple standard.,"Don't let the touristy Fisherman's Wharf address keep you from visiting as this ruby-red gem serves delicious wood-fired Neapolitan pies that belie its environs. (And in a bid to draw more patronage, the popular spot has covered and heated its rather special patio, a godsend on chilly afternoons.) With eight to ten daily pies to choose from, there's something for everyone. Bring the kids and go to town on the zesty Diavola, topped with spicy salame, minced pepperoncini, and crisp arugula, or try the classic Americana, a tasty mix of ham, onion, sausage, mushrooms, and black olives. And the crust? Oh, the crust: it's thin, chewy, and well salted, with blistered, perfectly caramelized edges. Why should out-of-towners get to have all the fun?",https://www.viamichelin.com/web/Restaurant/San_Francisco-94133-Carmel_Pizza_Company-468669-41102
161,Padrecito,Cuisine Mexican,From 25 USD    to 49 USD,Good standard.,"Like its baby sib Mamacita, this easygoing cantina serves modern Cal-Mex food crafted with excellent, locally sourced ingredients. Padrecito bears a bohemian, south-of-the-border spirit with a buzzy cocktail bar that pours a remarkable list of tequilas. Its dining room is rife with reclaimed wood, but climb a few colorful steps to arrive in the lovely mezzanine decked in chandeliers glinting over the main room. Adept, smiling servers whirl around diners cradling such specials as sopa Azteca, a purée of ancho chilies and tomato bobbing with tender queso Oaxaca and avocado; or grilled Arctic char tacos sauced with crimson-red achiote and crowned with mango-jicama slaw. Warm, sugary churros with mascarpone-coffee crema offer mucho fulfillment.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94117-Padrecito-409020-41102
162,Paprika,Cuisine Eastern European,From 13 USD    to 24 USD,Simple standard.,"Diners who set foot into Paprika, named for one of the most essential spices in Eastern European cooking, should prepare to feel as if they've been transported to Prague. It's a simple, no-frills, cash-only kind of place, but cheerful service, affordable fare, and a vast selection of European draft beers make for a relaxed, enjoyable atmosphere. The small menu manages to cover all the bases, from tender, well-seasoned pork goulash packed with sweet tomatoes, caramelized onions, garlic, and zippy paprika, to a smoky, blistered Polish kielbasa over creamy mashed potatoes and paprika-infused gravy (you'll want some bread to soak up every last drop of this). Snag a table at one of the bay windows, then settle in to enjoy your meal with a stein of beer, of course.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94110-Paprika-468663-41102
163,Greens,Cuisine Vegetarian,From 25 USD    to 49 USD,Simple standard.,"Annie Somerville's pioneering vegetarian restaurant has been around since 1979, but neither the menu nor the surroundings show Greens' age. Instead, fresh, energetic cuisine abounds, with a light touch and a slight Italian bent. Brunch draws a big crowd, so be prepared to wait for those perfectly fried eggs over griddled potato cakes. Vegetarians and carnivores will rejoice after sampling the honest, colorful, down-to-earth seasonal entrées at dinner, followed by delightful desserts like an huckleberry upside down cake with a subtle kick from Meyer lemon. Housed in historic Fort Mason, the warehouse-style space is rustic yet refined, with sweeping views of the Golden Gate Bridge and sailboats on the Bay. For a quick lunch, there's also a to-go counter.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94123-Greens-122554-41102
164,Papalote,Cuisine Mexican,From 13 USD    to 24 USD,Simple standard.,"Head to this little standout for a lighter take on the gut-busting taqueria treats that define the Mission. Papalote manages to deliver the goods without the guilt, and the difference is clear in the outstanding fish tacos: corn tortillas piled with fresh, flaky white fish (sautéed in butter and garlic) along with sliced romaine and chopped tomato. Unlike the competition, Papalote doesn't have a salsa bar, but it doesn't need one: its defining feature is its gobsmackingly good, house-made roasted tomato salsa, which you'll want to slather on dishes like the pitch-perfect breakfast burrito, stuffed with scrambled eggs, chorizo, cheese, and guacamole. The space and service are bare-bones, but with food this good, you won't care.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94110-Papalote-271328-41102
165,Prubechu,Cuisine Chamorro,From 25 USD    to 49 USD,Simple standard.,"Owned by two natives of Guam, Prubechu is the only Bay Area restaurant that serves the island's Chamorro cuisine. It's a shoebox-sized space without a full kitchen, but the intrepid staff manages to turn out utterly unique, utterly delicious meals like none you've ever had. Diners can choose between a tasting menu offering intricate Chamorro interpretations, or a small selection of homey, à la carte dishes. Either way, the results are thrilling, from a flavorful chicken sausage steamed with luscious coconut milk in a banana leaf, to umami-rich dried pork shoulder with nettle purée. The nutty, creamy toasted rice porridge with caramel soy and a tempura-battered soft-cooked egg is a standout, as is a gently sweet and caramelized banana donut.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94110-Prubechu-468664-41102
166,STEM Kitchen & Garden,Cuisine Mediterranean,From 25 USD    to 49 USD,Good standard.,"Plenty of restaurants boast about their garden-fresh menus, but this Mission Bay freshman means business: most of its ingredients come straight from the raised garden beds on the rooftop patio, which also double as decorative elements. With its buzzing bocce courts and stunning fire-pit seating overlooking the Bay, it's already become a favorite among the staff at the nearby UCSF complexes. Simple, delicious food is the order of the day. A salad of garden lettuces in Meyer lemon vinaigrette is delicate and bright, while a blistered pizza comes loaded with broccoli de ciccio, guanciale, and mozzarella. Piquant berbere-spiced chicken plays surprisingly well with a tangy kale Caesar, and the tart, creamy, unmissable Meyer lemon verrine is like spring in a glass.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94158-STEM_Kitchen_Garden-471909-41102
167,Sous Beurre Kitchen,Cuisine French,From 25 USD    to 49 USD,Good standard.,"Largely Hispanic 24th Street might seem like an odd place to find this captivating Cal-French rookie, but it's quickly distinguishing itself as a classy-yet-casual alternative to the taqueria grind. The European vibe extends to the dining room, decked with delicate mismatched china and vintage sconces, and tax and tip are included in the prices-so what you see is what you'll pay. The name may suggest dishes swimming in butter, but Sous Beurre's food is actually light and delicate. Silky house-smoked trout comes with a bright salad of arugula, golden beets, and shaved fennel; and spelt is dressed up with spring asparagus, creamy shallot soubise, and mint. Even the strawberry beignets, served over warm sabayon, feel fresh, balanced, and never too heavy.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94110-Sous_Beurre_Kitchen-471908-41102
168,Saru,Cuisine Japanese,From 25 USD    to 49 USD,Simple standard.,"Hilly, idyllic Noe Valley is the perfect setting for this little jewel of a sushi restaurant, whose L-shaped counter and handful of tables are always full. The menu is thoroughly Japanese, with a few quirky California touches-think grilled shishito peppers tossed with ribbons of crunchy daikon in a ponzu dressing. Be sure to start with the perfectly sized tasting spoons, two tiny helpings of rotating specials like tuna tartare with yuzu kosho or monkfish liver with grated radish and scallions. Though rolls are available, regulars opt for the excellent nigiri, which might include marinated wild sardines, soy-kissed madai, and creamy uni. If you'd like the chefs to choose, several omakase (including an all-salmon variation) are also on offer.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94114-Saru-395071-41102
169,Al's Place,Cuisine Californian,From 25 USD    to 49 USD,"A MICHELIN star: cuisine of great finesse. Worth the step! 





Good standard.","Fresh, seasonal vegetables and seafood headline this fantastic new Mission District restaurant, where Chef Aaron London has managed to deftly recast proteins in a supporting role. Straddling a sunny corner, Al's Place sports a bright blue façade and a kind of cheery, seaside, and retro-chic interior where tables are set with kitchen towel napkins and pendant lights glint against the natural light flooding into every corner. The service staff is friendly and attentive, but delightfully unfussy. The restaurant's mix-and-match menu is easily shared, and dishes are light, incredibly flavorful and informal in all the right ways. Chef London combines thought-provoking flavors (think sunchoke with black lime) with ease, layering dimensions you didn't know existed. A soft and creamy plate of burrata finds its match in a coat of crunchy potato chips, and is plated with nutty potato skin mousse, grilled young asparagus, currant soffritto, and Miner's lettuce; while tonarelli is paired with vibrant green garlic purée, citrusy bergamot and briny, grated bottarga. For dessert, don't miss the buttery Meyer lemon tart, studded with sweet strawberries and paired with creamy lavender ice cream.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94110-Al_s_Place-468659-41102
170,Contigo,Cuisine Spanish,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","Contigo is Spanish for ""with you,"" and you'll certainly want to bring some of your favorite people along to linger at this Iberian charmer's warm dining room and pretty back patio. Sustainability is a watchword here: the design incorporates re-used and recycled materials, and each dish reflects the season's best ingredients. Tempting small plates include smoky caramelized coca (flatbread) with garlicky house-made txistorra pork sausage, Manchego, and sliced summer squash. Simple yet delicious offerings go on to feature slices of crusty levain topped with smashed fresh peas, roasted porcini, trumpet mushrooms, and more Manchego shavings. Their outstanding pork-lamb-jamón meatballs in a tangy tomato-sherry sauce are among the best albondigas you'll find.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94114-Contigo-257766-41102
171,Chapeau!,Cuisine French,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","For an oh-so-French experience on Asian food-centric Clement, denizens head to Philippe Gardelle's authentic bistro, where tightly spaced tables and paintings of the titular hats create a convivial atmosphere. Packed with regulars receiving bisous from the chef, Chapeau! is warm and generous, a vibe that's aided by its strong Gallic wine list. Dishes are traditional with a bit of Californian flair, like fingerling potato chips in a friseé and duck confit salad or salted-caramel ice cream that tops the pain perdu. The cassoulet, wholesome with braised lamb, rich with smoky sausage, and earthy with white beans, is perfect for a foggy night in the Avenues. Come before 6:00 P.M. on weeknights for a $36.95 early bird prix-fixe, or create your own from their many set menus.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94118-Chapeau-122662-41102
172,Piccino,Cuisine Pizza,From 25 USD    to 49 USD,Good standard.,"A progenitor of the increasingly hot Dogpatch restaurant scene, Piccino embodies the neighborhood's many flavors, drawing families with kids in tow, young tech types, gregarious retirees, and more. Its memorable yellow exterior houses a relaxed, artsy-urban interior with lots of wood and natural light, a perfect venue for unwinding with friends. Everyone comes here for deliciously blistered pizzas like the funghi, with roasted mushroom duxelles, sautéed wild mushrooms, stracchino, and slivers of garlic. Though pizza is a focus, Piccino excels in appetizers like tender, skillfully prepared polpette in tomato sauce, and must-order desserts such as a delectable hazelnut-cocoa nib cake. Their adjacent coffee bar is an area favorite.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94107-Piccino-338323-41102
173,Wako,Cuisine Japanese,From 50 USD    to 74 USD,"A MICHELIN star: cuisine of great finesse. Worth the step! 





Simple standard.","The area feels workaday and the exterior is understated from first glance, with a simple noren over the door and dark wood blinds. Yet Wako is a truly lovely little sushi-ya that vies to be among the city's best. The buzz here has been rightly earned and spread quickly. Don't bother showing up without a reservation-these tables and stools are packed well in advance. Still the vibe remains fun with foodies and chefs chatting along the blonde wood bar. Both omakase and à la carte offerings underscore the talented kitchen's vision of approachable, well-crafted dishes that satisfy Eastern and Western palates. Begin with a progression of superb small plates like house-made sesame tofu with dashi gelée, or small-bodied firefly squid in uni sauce with a touch of yuzu. Deliciously thick, precise cuts of toro, amberjack, and golden eye snapper arrive with a smoky house-brewed soy sauce, grated yuzu, and wasabi. Tempura does not disappoint as light and crunchy morsels of tiny smelts, sweet potato, and green beans with sea salt and fresh lemon. Wako's excellent quality sushi is downright sublime-whether brushed with salty-sweet soy, tucked with shiso, or topped with tobiko over pitch-perfect rice.",https://www.viamichelin.com/web/Restaurant/San_Francisco-94118-Wako-445372-41102
