,restaurant,Type,Price,review,Rating,Star
1496,La Folie,French,4,"Few grandes dames of high-end French cuisine remain in the city, but this long-running spot from Chef/owner Roland Passot has held strong. With two formal dining rooms featuring starched tablecloths, polished servers, and a tall art deco wine case, it's a favorite among occasion-celebrating couples and the luxury-loving tourist crowd. Diners can build their own three-to-five course prix-fixe, with old-school dishes like perfectly seared lamb rack with fava beans and green garlic, or delicate Dungeness crab bisque with English peas. Sumptuous supplements, from foie gras to lobster, are also offered, as is a chef's-choice tasting menu. For dessert, a clever baked Alaska blends bay leaf and rhubarb ice creams with vanilla chiffon.",0,0
1497,Oriental Pearl,Chinese,1,"Escape the cacophony of Chinatown at this calm upstairs retreat, where red ribbons hang in the light-filled windows and an attentive staff offers some of the neighborhood's best service. Though the crowd is decidedly non-Chinese with more than a few tourists mixed in, the food isn't overly Americanized and covers a range of regional specialties. Commence your culinary tour of China with an order of barbecue spareribs, lacquered on the outside and exceptionally tender on the inside, or a piece or two of dim sum. Then dive into the Chiuchow-style marinated duck, a plateful of sweet-and-salty meat beneath crisp, golden-brown skin. The Singapore-style rice noodles mixed with shrimp, pork, scallion, and yellow curry paste, are equally divine.",0,0
1498,Fringale,French,2,"This tech-centric corner of SoMa has seen booms and busts aplenty since the restaurant's opening in 1991, but Fringale has held strong, with a loyal squad of regulars who come for a taste of its Basque-inflected French cooking. The timeless décor starring clean wood furnishings and soft lighting is ideal for a business lunch or date night. Start with the tasty calamari à la plancha-its topping of briny black olives and sliced jalapeños clearly differentiates Fringale from its tired bistro competition. After the mostly French staff recommends a wine, dive into the juicy roasted chicken breast over fluffy Israeli couscous and crunchy fennel. Finish with a creamy, nutty hazelnut-and-roasted almond mousse cake, drizzled with rich dark chocolate, of course!",0,0
1499,Frascati,Mediterranean,2,"Forget circling for parking and hop on a cable car instead to reach this quaint Mediterranean standby, where you'll see more of the iconic vehicles pass by their large front windows. Inside, closely-spaced tables are ideal for an intimate meal, and local residents definitely know it, because reservations are always hard to come by. Frascati's fare may not be the city's most innovative, but it is very satisfying, thanks to well-made classics like tender potato gnocchi with asparagus and peas in thyme-white truffle butter, or grilled duck breast in pomegranate sauce over hearts of palm and herb spaetzle. Split the luscious pain perdu, caramelized sponge cake soaked in citrusy crème anglaise, and let the friendly servers and soft lighting work their magic.",0,0
1500,Regalito,Mexican,2,"Regalito is Spanish for ""little gift,"" and those who dine here will surely understand the choice of name. Instead of relying on the bold, spicy approach of local taquerias, Regalito takes a milder, ingredient-focused path, infusing dishes like chicken enchiladas with new life via handmade corn tortillas, fresh roast chicken, and a delicate green chili sauce. Familiar Mexican favorites get an upgrade here, from the super-sweet, fresh corn on the cob elote with tangy chili-lime mayo and cotija, to that silky vanilla flan bobbing in a pool of caramel sauce. The cheery, colorful space and friendly servers are welcoming, but the real charmers are those smiling cooks, who happily interact with diners in prime seats overlooking the open kitchen.",0,0
1501,Commonwealth,Californian,2,"Welcome to this cool food-cum-tech heaven, appropriately set in the heart of the Mission District. Inside, the dining room nails that Nordic-Cali sensibility with sleek filament light bulbs, bare wood, and frosted glass that allows sun but shields guests from the bustling (read gritty) surrounds. The hospitable team of servers shares that same informal style. And their long counter is the absolute best place to drink, dine, and chill with a few friends. À la carte offerings are a welcome alternative to the fixed menu, and light portions encourage ordering four or more courses. The full tasting though lets guests thoroughly explore the kitchen's adept contemporary cooking. However, this meal may not be for everyone as the chefs' creativity can be more eclectic than crowd-pleasing. Begin with a lush, layered presentation of decadent sea urchin with creamy cauliflower pudding, fennel, and trace of popcorn powder and kale juice. Then remarkably tender pork cheeks are infused with wood smoke and served with Brussels sprout leaves, shaved apple, and crisp daikon in a fermented chili-miso broth. Desserts are far out yet technically superb, as in the salty-sweet boilermaker of beer meringue with sweet chocolate ganache, salty pretzel crumble, and crème fraîche ice cream.",1,1
1502,Starbelly,Californian,2,"The simplest things are often the best, as a meal at Starbelly deliciously proves. Whether you're twirling a forkful of garlicky tomato spaghetti with jalapeños and house-made bacon, or squeezing a lime wedge over exquisite cornmeal-crusted fish tacos with spicy cabbage slaw, you're sure to savor something beautifully made, seasonal, and unfussy. Even an old-school sticky toffee cake is elevated with fresh Medjool dates and tangy mascarpone. A nexus of the Castro social scene, the cheerful, wood-paneled space is always full of locals hopping from table to table to greet their friends, and the back patio (heated and sheltered when it's foggy) is an appealing refuge. Be sure to make reservations: this is a local favorite, and for good reason.",0,0
1503,Fly Trap,Middle Eastern,2,"This contemporary Middle Eastern restaurant is definitely a trap for corporate folk from neighboring offices, who often end up turning ""just one"" delicious after-work cocktail into a meal inside this warm and inviting dining room. Here, old architectural and botanical sketches as well as vintage maps abound; and the staff is attentive, efficient and kind, never fussy or intrusive. The unique food has a strong Persian influence that is showcased in tender meatballs with harissa, pomegranate, and pistachios. But even the more contemporary fare boasts a nuanced blend of spices, like the black cardamom in a braised short rib with quinoa, cranberry beans, and salsa verde. A tangy goat cheesecake with eggplant jam may sound strange, but is utterly satisfying.",0,0
1504,Delfina,Italian,2,"One of the city's greats for rustic Italian meals, Delfina is nestled on a block of gems for food lovers including Bi-Rite (and its creamery), Tartine Bakery, and sister spot Pizzeria Delfina. But even with this rarefied competition, Delfina books up well in advance and draws lines for its few walk-in seats. The simple, yet lively dining room is attended to by a warm staff, and the bill of fare shifts with the seasons. Soul-satisfying dishes include house-made fazzoletti with garlicky basil pesto, tender potatoes, and crisp green beans, as well as a perfectly roasted half-chicken in a richly caramelized jus. For dessert, one spoonful of the creamy, delicate fig-leaf panna cotta, accented by macerated pluots, will have you floating home on a cloud.",0,0
1505,Leopold's,Austrian,2,"The boisterous spirit of an Austrian gasthaus is alive and well in Russian Hill. All thanks are due to Leopold's, which draws a young crowd to its slice-of-Vienna dining room, adorned with wood booths, deer antlers, and attended to by cheerful female servers in dirndls. If dinner alone is your goal, go early; convivial groups lend the space a communal mien, but also get larger and louder as the night wears on and the boots of beer are drained. The carte du jour is rife with well-executed classics like golden-brown pork wiener schnitzel with a cucumber salad, vegetable strudel, and delectable raspberry Linzer torte. If you've got a group in tow, the choucroute garni platter, laden with pork ribs, sausage, potatoes, and sauerkraut, is a crowd-pleaser.",0,0
1506,Salt House,American,2,"With a roster of restaurants including nearby Town Hall and Anchor & Hope, the owners of this Mission Street favorite know exactly what diners want. Attractive and comfortable, the industrial setting embraces its past as a former printing warehouse with details like wide plank and exposed brick flooring. While the atmosphere is business-friendly at lunchtime, with elegant fare like a bruschetta of grilled sourdough bread and decadent burrata drizzled with quality olive oil and syrupy balsamic, it amplifies when the after-work crowd streams in. Mains may include golden-skinned chicken confit atop a mélange of spring vegetables. Of course, such inventive desserts as salted caramel chocolate cake with German chocolate cake ice cream are not to be missed.",0,0
1507,Z & Y,Chinese,2,"Some like it hot, and here they are in heaven. Be forewarned: timid palates should steer clear of the super-spicy Sichuan dishes that have made Z & Y a Chinatown smash hit. Nearly every dish is crowned with chilies, from the huge mound of dried peppers that rest atop tender, garlicky bites of fried chicken to the flaming chili oil anointing tender, flaky fish fillets in a star anise-tinged broth with Sichuan peppercorns aplenty. The well-worn dining room may seem unremarkable and the service perfunctory, but the crowds are undeterred. Plan to wait among eager fans for a seat, but then settle in for delicate pork-and-ginger wontons swimming in spicy peanut sauce and more chili oil. Allot time to navigate the challenging parking situation.",0,0
1508,Frances,Californian,3,"This tiny, intensely personal restaurant from Chef/owner Melissa Perello has been a neighborhood hit from the get-go. Chic, cozy, and perpetually packed, it's as perfect for a low-key date night as it is for dinner with the kids. And while reservations are a nigh-impossible score, the gracious staff saves ten counter seats for walk-ins-and serves every diner with equal aplomb. Perello eschews trendy powders and foams for hearty, seasonal fare, like bacon beignets with maple-chive crème fraîche, vibrant spinach and green garlic soup with black pepper cookies, and pan-seared wild trout with sunchokes and spiced yogurt. An array of exquisite desserts, like buttermilk panna cotta with strawberries, offers a fresh, light conclusion.",0,0
1509,Lazy Bear,Contemporary,4,"Communal dining is the name of the game at this white-hot restaurant. Billed as a fine dining dinner party, Lazy Bear is an underground phenom ""gone legit,"" meaning your average Joe can now score a seat. That is, if they can jump through a few hoops: you'll need to buy a ticket in advance, and once you do, you'll be e-mailed a list of house rules you should read in earnest. Fortunately, this hip hottie delivers. The nightly tasting menu is dished out in a cool, bi-level warehouse and starts with aperitifs served alongside small bites upstairs in the loft, before moving downstairs to a dining room that boasts two giant tree slabs as communal tables, each lined with 20 chairs. Diners are given a pamphlet with the menu (there's space for note-taking underneath) and are invited to walk into the kitchen to chat with the cooks themselves. The young crowd loves this kind of chef worship, and digging into David Barzelay's luscious fare, we're inclined to agree. A saffron dish of creamy Anson Mills grits arrives with fresh lobster, pickled chard, Tokyo turnips, and prawn roe crisps; while tender caramelized squab is paired with lightly roasted sweet pear, a reduced jus, and crushed spices for dipping.",1,1
1510,Wayfare Tavern,Gastropub,2,"Though it feels like it's been around for decades, celebrity chef Tyler Florence's FiDi favorite is actually a toddler-at least in tavern years. Nonetheless, it's become a standby for business types doing deals or enjoying post-work cocktails. Complete with dark wood and leather furnishings, a private billiards room, and bustling bar, Wayfare Tavern has the air of a gastropub-turned-private club. Hearty Americana with seasonal accents defines the menu, like a take on biscuits and gravy that integrates plump dayboat scallops and spicy chili oil. Buttermilk-brined fried chicken, grilled hanger steak, and baked macaroni and cheese are pure comfort, as is a decadent TCHO chocolate cream pie with salty caramel ganache and devil's food cake crumble.",0,0
1511,Belga,Belgian,2,"Belgian brews and bites are the cornerstones of this new recruit in the former Café des Amis, which has kept its brasserie look but pivoted from Paris to Brussels. All the classics are accounted for: well-salted frites with garlic aïoli; bowls of mussels; and of course, house-made sausages-try the combo board, which comes with andouille, boudin noir, boudin blanc, and currywurst, not to mention a generous bowl of spaetzle. Flatbreads and salads round things out. The Euro-café vibe is fun with red banquettes, classic bistro chairs, and marble floors to complement the big beer selection (both European and domestic) and cocktails. Young Marinaites have, understandably, caught on quickly: the bar and dog-friendly patio are constantly abuzz.",0,0
1512,Trestle,American,2,"In SF's dizzyingly expensive dining landscape, this rookie, which offers a three-course menu for $35, is an incredible steal-provided you're willing to sacrifice freedom of choice. Dishes are top-notch, with great ingredients: on a given night, you might sit down to a repast of silky slow-roasted pork belly with grilled peaches, pristine pan-roasted salmon with chickpeas and salsa verde, and a velvety dark chocolate pot de crème with Bourbon-whipped cream. As with any killer deal, there are caveats: reservations are necessary and they are hard to score, and the noise level is through the roof. But, the historic brick space is lots of fun with cool, contemporary art and a namesake central trestle table. The fact that the price is right only adds to the lure.",0,0
1513,Twenty Five Lusk,American,3,"Nestled in the center of SoMa's dynamic startup scene, this high-design stunner draws an equally high-powered crowd. They stream in at happy hour to catch up on the latest tech gossip in the swinging lounge, then head upstairs to wheel and deal in the refined dining room, which boasts an impressive glassed-in exhibition kitchen. Lusk's food is American with contemporary touches, from the togarashi and carrot coulis that spikes a highbrow take on shrimp and grits, to the ginger vinaigrette that accents a summery salad of little gem lettuce and heirloom cucumbers. Dessert aficionados will thrill to the freedom from choice offered by the ""sampling"" trio, featuring creamy lime posset, spiced carrot cake, and a decadent salted-caramel brownie.",0,0
1514,Range,Contemporary,2,"Owner Phil West has returned to cooking at this Mission standby, whose menu has veered away from contemporary flourishes and back into straightforward American comfort. The results are sturdy and satisfying: tender roast chicken practically melts into a lovely asparagus, walnut, and kumquat bread salad, while a luscious chocolate peanut butter mousse cake gets an added boost from rich salted caramel ice cream. The drinks at Range continue to be as notable as the eats, and diners who skip cocktail hour are missing out on smart concoctions like the rum-based Wolf Moon, which boasts spicy, nutty notes from chili liqueur and sherry. Loyal regulars continue to fill the small, contemporary dining room, whose low, wood-beamed ceilings make every meal cozy.",0,0
1515,Doc Ricketts,American,2,"Nestled in a sea of spendy corporate hangouts and touristy Italian-American joints, Doc Ricketts is a welcome change of pace with its unique upstairs-downstairs vibe-the basement level is Doc's Lab, a comedy and music venue where the full menu is offered. The upstairs restaurant is simple and airy, with wood furnishings, wide windows, and engaging servers at the ready. The American fare on the menu is unfussy and skillfully prepared, from butter-sautéed wild mushroom panzanella with chunks of torn sourdough and bacon-shallot vinaigrette, to a juicy, generously portioned half roast chicken, accompanied by toast slathered in chicken-liver mousse. Finish with a luscious chocolate pot de crème, topped with vanilla Chantilly and a chocolate cookie.",0,0
1516,Kusakabe,Japanese,4,"This is a place for dedicated sushi lovers. Serene with warm wood, clean lines, and a strong sense of minimalism, Kusakabe brings distinctive creativity to this sushi-focused operation. The stunning counter is crafted from a single piece of live-edge elm. Oyster-hued leather chairs and a ceiling of wood slats complete the Japan-chic look. Of late, due to increased popularity (and ergo, demand), the nightly omakase tasting has felt more like a conveyor belt-style dining experience. However, by employing myriad cooking techniques, Chef Mitsunori Kusakabe ensures that every bite is deliciously balanced and memorable. After awakening the palate with a cup of warm kelp tea, embark on a sashimi parade starring thick slices of bluefin served over crushed ice and with a tangy yuzu- onion- and sesame oil-sauce. A soup course may feature fresh crabmeat in a delicate tai broth bobbing with mitsuba, tofu, and sweet corn-speckled fish cake. And finally, a top rendition of sushi yields shima aji with daikon as well as ayu that is torched just enough to blister the skin and impeccably contrasted with grated cucumber. A single Shigoku oyster on the half shell served with a simple brushing of yuzu juice makes for a nice opening bite.",1,1
1517,Tosca Café,Italian,3,"This historic bar has been expertly revived under NYC stars, April Bloomfield and Ken Friedman, who spent millions to add a kitchen and make its old-school charm seem untouched. White-coated bartenders shake and stir behind the glorious carved wood bar, while diners feast in the cushy red leather booths. Reservations aren't accepted and tables are few, so expect a wait. The food is Italian-American with Bloomfield's signature meaty influences, like flavorful, gamey grilled lamb ribs that nearly fall off the bone. Pastas are strong, from creamy gemelli cacio e pepe to rich, spicy bucatini all'Amatriciana, but don't neglect their vegetables: a dish of tender cauliflower and potatoes in a rich taleggio sauce with crunchy breadcrumbs is a showstopper.",0,0
1518,Il Casaro,Pizza,2,"In a sea of too-touristy Italian joints, Il Casaro is the rare North Beach spot that delivers the goods: Neapolitan-style pizza cooked to crispy perfection in a bright red wood-fired oven. Whether you opt for the classic Margherita or the zippy diavola (with spicy salami and Calabrian chiles), you're sure to achieve carbohydrate bliss. Throw in an antipasto or salad and a silky panna cotta with raspberry coulis, and you're all set-at an affordable price, to boot. Il Casaro's space is simple but hip, with reclaimed wood, polished concrete floors, and utensils in empty San Marzano tomato cans. Don't expect more than cursory service, as the restaurant is always packed and doesn't take reservations: waits can run an hour or more at peak times.",0,0
1519,Jannah,Middle Eastern,2,"The name of Yahya Salih's lovely Middle Eastern restaurant translates to ""heaven,"" a concept echoed by its blue walls and ceiling, adorned with puffy white cloud paintings and glowing chandeliers. From the large front bar to the back patio, it's an airy and inviting choice for groups or families. Paradise extends to the plate, where seasonal California ingredients are highlighted in Kurdish and Iraqi specialties like grilled, mint-marinated lamb kabobs with outstanding accompaniments including creamy hummus, ultra-fresh tabbouleh, and crisp lavash. But diners veer towards more unique dishes like the perdaplow, a richly flavorful, basteeya-like phyllo pastry enclosing tender shredded chicken, fragrant cardamom, and sweet golden raisins.",0,0
1520,Chiaroscuro,Italian,2,"An upscale retreat for well-heeled FiDi deal-doers, Chiaroscuro brims with a lunchtime crowd tucking into memorable pastas. One such standout is the delicate house-made tagliolini with julienned winter vegetables and a light, truffle-scented sauce enriched with Parmigiano. If you can't choose a single dish, opt for the popular ""trilogia"" of three daily delights, then follow it with pollo ai peperoni, a delicious chicken roulade stuffed with roasted bell pepper and served over crisp vegetables. While its food is classically Roman, Chiaroscuro's décor is modern, sleek, and chic, with pillow-topped concrete banquettes and modern glass-and-metal chandeliers. For a quieter meal, come at dinner, when the crowds dissipate and the menu goes prix-fixe.",0,0
1521,the house,Asian,2,"This perennially popular Asian bistro provides a welcome alternative to the Italian-heavy streets in North Beach. The décor is minimal with blonde wood tables and there are always specials so listen closely to the efficient staff as they recite the bounties of the day. A versatile drinks list completes the enticing spread in addition to offering a happy reprieve to those who've endured a long wait for limited tables. Dishes like delicately prepped scallops in saffron sauce, and crispy halibut tempura propped atop roasted cauliflower may vary by the day. But a playful, fusion element remains a steady feature in all items, including house-specialties, of which warm wasabi noodles topped with flank steak or teriyaki-glazed salmon are perfect examples.",0,0
1522,Michael Mina,Contemporary,4,"Chef Michael Mina's eponymous home base remains the crown jewel in his nationwide empire of restaurants. Housed in a stately grey stone building, it's a magnet for nearby business folk, who can be seen brokering deals over dinner or unwinding with a glass of the chef's private-label cabernet along with a bite from the bar menu. High-ceilinged and lively, the spacious dining room is elegantly appointed with huge foliage arrangements and oversized framed mirrors. The French- and Asian-influenced cuisine emphasizes luxurious ingredients as found in seared abalone, divinely tender and presented with grilled cabbage heart, sticky rice, and a togarashi-spiced red miso broth poured tableside. Lobster is impeccably cooked and plated, bearing a seasonally appropriate mélange of produce and a dousing of savory ginger-lemongrass jus to complete the composition. Mina's menu is constructed as a four-course prix-fixe, but diners are also invited to select the chef's tasting for an extended expression of the kitchen's talents. Regardless of your decision, there will always be dessert-followed by joy-when frozen nougat dressed with Earl Grey streusel and torched white grapefruit segments is set in front of you.",1,1
1523,Farmhouse Kitchen Thai,Thai,2,"For authentic Thai flavors in a lively space, this Mission neophyte is hard to beat-and already has a dedicated following among the young techies and families who reside in the neighboring industrial lofts. Adorned with an accent wall covered in red and gold faucets and planter boxes full of Thai herbs, it's the kind of affordable weeknight spot that's designed for repeat business. The array of classic dishes is prepared with quality ingredients, from the marinated flank steak rolled around crisp cucumber, cilantro and mint to the smoky coconut- and turmeric-marinated barbecue chicken with papaya salad and black sticky rice. A menu must: the herbal rice salad, a multi-dimensional blend of green mango, dried shrimp, chili, long beans, and much more.",0,0
1524,Perbacco,Italian,2,"Slick financial types flex their expense accounts at this longtime Northern Italian favorite, whose polished décor belies an extensive menu of house-made pastas and comfort fare like roast chicken and meatballs at lunch, with slightly more refined takes at dinner. Dishes are executed with care-from mortadella-stuffed, black truffle-topped quail to handmade pastas, though portions can be a little scant. The space is larger inside than it looks, with plenty of booths and seats at the marble bar up front, and buzzy tables in the back with a view of the open-plan kitchen. Well-versed servers will encourage saving room for the end of the meal-as the cheese display, an impressive selection of grappas, and the inventive, delicious desserts are all highlights.",0,0
1525,Rose Pistola,Italian,2,"A new chef has enlivened the menu at this longtime North Beach spot, which stands out from the Disneyland-like crowd of tourist-baiting Italian restaurants along Columbus Avenue. The kitchen can satisfy the pasta-and-wine grind, but it's capable of a lot more. Perfectly tender and crisp-fried calamari gets a punch from an almond salsa verde dip, garlic-sautéed fresh spinach is bright and delicate, and the pan-fried chicken Milanese is a crisp, well-seasoned work of art. Rose Pistola is also a cut above in terms of décor, thanks to huge front windowpanes, subdued mosaic-tile floors, and a large, dark wood bar. Linger over a slice of buttery, cream-filled sacripantina cake, and engage in some great people-watching on the busy thoroughfare outside.",0,0
1526,Pabu,Japanese,3,"Michael Mina and Ken Tominaga have gone big with their Japanese offspring and baby boy is quite a looker. Encompassing a stunning, high-ceilinged bar, gleaming sushi counter, several dining rooms, and a casual ramen joint (The Ramen Bar, next door), Pabu is enormous in space but serene in atmosphere. The warm service is highly personal. If you can fork over the requisite gobs of cash, the massive menu will accommodate seemingly any Japanese craving-from whole grilled squid and izakaya-style skewers of smoky chicken tails or thick trumpet mushrooms, to a sweet, salty, and savory burdock salad. Sushi fans can opt for the omakase or stick to à la carte treats like a tender kanpyo squash roll. The top-notch sake and Japanese whiskey lineup is worth exploring.",0,0
1527,Cotogna,Italian,2,"Though rustic compared to Quince, its high-end sibling, Michael and Lindsay Tusk's casual Italian offshoot would be elegant by any other standard. Stylish, bright, and a hot ticket reservation-wise, the space centers around an exhibition kitchen, from which crisp pizzas and hearty roasted meats emerge. Cotogna's absolutely delicious menu highlights Chef Tusk's pristine pastas, like rolled casconcelli stuffed with velvety pumpkin purée in sage butter, as well as seasonal starters that include a beautiful chicory salad with sweet red apple, pomegranate, and Piave cheese. And there's always that three-course prix-fixe delight: an exceptional value that features a dessert like pitch-perfect butterscotch budino with sea salt and muscovado custard.",0,0
1528,Quince,Italian,4,"Situated on a tree-lined street amid upscale galleries and design firms, Quince is elegant but never bogged down by formalities. Make your way through the champagne lounge to find this high-ceilinged, copper-hued room and its well-versed, passionate service team-clearly one of the best in the city. Solo diners may head to the bar, which is a warm gathering perch that also pours a lineup of standout drinks. Each fixed menu option promises fine-tuned, elevated, and inspired cooking that aims beyond Italy. Pastas are a wow-inducing highlight here. Each handcrafted tortellini is a picture of perfect symmetry, stuffed with delicate pork, coated with cheese fonduta, and topped with slivers of white Alba truffles. Unique meat courses culminate in the distinctive Cinta Senese (heritage pork from Siena) prepared two ways. The first is faggotini bundling pork and wild nettles; the second is a chestnut flower crispello stuffed with a confit of belly and braised shoulder mixed with Swiss chard. Desserts yield a very grand finale with dramatic presentations of Valrhona ""Perigord"" truffles filled with chocolate, citrus, and finished with a chestnut tuille and Satsuma orange.",2,1
1529,RN74,Californian,3,"Named for Burgundy's most famous road, RN74 draws a crowd of suited corporate types who pack this high-ceilinged room for lunch. Come sunset, the lounge is equally busy for after-work drinks, but dinner is sedate. Burgundy is, of course, the house specialty here, and an array of high-end bottles is listed on a train station-style board, which clicks over as each one sells out. The food is playful and globally inspired, from pastrami-style salmon tartare with warm brioche and creamy dill crème fraîche to a panzanella with arugula, cherry tomatoes, and pan-fried chicken breast. Each plate is artistically constructed, like the ""peach mille feuille,"" which combines pretty dollops of vanilla cream and peach sorbet with peaches and shards of puff pastry.",0,0
1530,Tony's Pizza Napoletana,Pizza,2,"A veritable polymath of pizza, Tony Gemignani serves every variety imaginable at his North Beach institution, from wood-fired Neapolitan to gas-cooked New York to 1,000-degree coal-fired. Tucked into the ground floor of a quaint Victorian, the sparse décor directs focus to the 12 styles of pizza on offer. It's always crowded, so expect a wait-and don't bring a big group. Pies and Italian-American dishes are as rich and complex as the space is simple, from the tangy, herbaceous tomato sauce lapping tender beef meatballs to the delicious interplay of soft quail eggs, smooth potato, and crisp guanciale atop a wood-fired pie. Can't wait? Gemignani also owns a quick-fix slice shop right next door, plus nearby Capo's, which focuses on Chicago-style pies.",0,0
1531,Atelier Crenn,Contemporary,4,"Neutral gray and very discreet, Atelier Crenn is almost camouflaged in plain sight. Inside, gracious servers keep the dining room low key and very serene. The décor follows suit with a ceiling comprised of a backlit reed canopy, twig-like fixtures, and unadorned wood tables. This is a place for celebrants as well as serious foodies. Warm and very competent servers explain dishes with the same painstaking detail and dexterity that the kitchen uses to place carrot jerky onto its mossy twig. Chef Dominique Crenn's cooking is at once whimsical and deeply accomplished, based on elemental expressions of the earth or sea. While the idea of ""poetic culinaria"" may seem self-indulgent to some, this cuisine is undeniably authentic, deeply personal, and filled with brilliant grace notes of flavor and creativity. Expect dishes that are light yet complex, such as fluke that seems ready to melt over tarragon ice, amid droplets of creamy smoked sturgeon, sea-cucumber dashi, and pickled Asian pears. Dark and intense spot prawn broth is so deeply flavored that it seems like you are tasting shellfish for the first time. A trio of aloe gelée, purée, and snow is incomparably refreshing and herbaceous.",2,1
1532,Central Kitchen,Californian,3,"A chic and sleek crowd of hip Mission foodies gathers at this trendy restaurant, nestled in a complex beside sister shop/deli Salumeria, cocktail bar Trick Dog, and coffee shop Sightglass. Wend your way to the central courtyard, with a trickling fountain and large glass doors leading into the main space, where a large open kitchen faces the simple wood tables. Select inventive dishes à la carte, or opt for a five- or six-course tasting menu. Along the way, you might taste seared tuna topped with earthy matsutake mushrooms and a silky avocado purée, or hen roulade with confit radishes and puntarelle. Their delicious desserts-maybe white chocolate with kiwi and nasturtiums or strawberries and fennel with black-garlic ice cream-are compelling.",0,0
1533,flour + water,Italian,2,"As the name implies, two ingredients create a world of possibilities at this always-packed Mission hot spot. Neapolitan pizzas and handmade pastas (like al dente garganelli with whole-grain mustard and braised pork) will have you sighing after each bite, and a new selection of more traditional mains (such as seared duck breast with chanterelles and pecorino-dusted charred Brussels sprouts), scores every bit as big as the noodles and pies. Laid-back service, up-to-the-moment music, and a buzzy, effervescent vibe make flour + water the epitome of California cool. Throw in a glass of their refined Italian wine along with an alluring dessert like the salted caramel apple tart, and you can see why getting a table here is well worth the challenge.",0,0
1534,Nico,Contemporary,2,"Pacific Heights is a dreamy little pocket of San Francisco, with its colorful Victorians and sweeping views of the Bay. It's one of those magical places that linger in the memory, and now the area has yet another reason to remember it by: the lovely, urbane Nico-a relaxed and sophisticated French bistro with a distinctly Californian vibe. The space houses only a 40-seat restaurant and a small bar area, but feels wonderfully expansive with its high ceilings, gleaming glass windows, seats overlooking Sacramento Street, and intimate tables with a view of the glass-enclosed kitchen in the back. Diners at Nico can choose between a three- or five-course dinner, listed off a menu that notes only the main ingredients. Co-owners Nicolas and Andrea Delaroque are essentially asking you to play a trust game-and you should not hesitate to jump. Razor-thin slices of crispy artichoke arrive fanned over cool green herb jus and topped with delicious minced escargot; while a dish of wildly fresh peas finds perfect pairing in basil, peaches and sweet ricotta. Tender seared duck breast, duck confit roulade, and duck liver mousse are plated with lentilles du Puy, fresh cabbage, and roasted hedgehog mushrooms for an earthy finish.",1,1
1535,Coi,Contemporary,4,"Even on the eve of its tenth anniversary, Coi manages to stay as fresh as the days when it first opened its doors. Its second decade is sure to be exciting as Daniel Patterson hands off his kitchen to a new and very talented brigade. The moniker translates to ""silent"" or ""quiet""-and indeed the restaurant owns a serene, Zen-like atmosphere with branches arching across the foyer; soft grey upholstered banquettes; bare wooden tables; supple brown leather chairs; and beautiful, conversation-worthy earthenware dishes. Service here is warm, refined and extraordinarily well trained-with a nearby sommelier at the ready with an impeccable wine list and a smile. Waiters quietly attend to every need of the stylish crowd. The kitchen's contemporary cooking is a joy to experience and the multi-course tasting menu showcases both incredible technique and pristine seasonal ingredients. Picture thinly sliced geoduck sashimi paired with crunchy, seasoned cucumber, shavings of radish, and violet-hued edible flowers. Then a bright, chilled English pea soup is poured over creamy buttermilk, soft yellow nasturtium and whole spring peas picked at their peak. Tender, bite-sized slices of aged duck find perfect company in vibrant spring greens, sprouted wheat berry, and a rich duck broth.",2,1
1536,Park Tavern,American,3,"North Beach favorite Park Tavern has a menu that spoils diners. Should you stick with the beloved Marlowe burger, or opt for a new plate like roasted sea bass with braised fennel and celeriac purée? The choices are plenty. Go another round with the time-honored Brussels sprout chips, or sample the newer lemon chips with burrata? Whatever you decide, you're unlikely to be disappointed. Options also abound in terms of seating-the sidewalk tables, window seats, and marble-topped bar counter are equally appealing. In terms of drinking: the house-concocted cocktails, local beers, and varied global wines will each call your name. The good news is that a second visit will allow you to try more, provided you can snatch a table away from the other regulars.",0,0
1537,Café Jacqueline,French,3,"You'll float away on a cloud at the first taste of Jacqueline Margulis' signature soufflés, light and fluffy masterworks that have kept her tables full for over 35 years. Since the chef makes each of her creations by hand, expect to spend three or so hours at the table-it's the perfect romantic escape for couples lingering over a bottle of wine. To sate your appetite while you wait, a bowl of light carrot soup or a delicate cucumber salad in a champagne vinaigrette will do the trick. But the soufflés are the real draw, and keen diners plan on both a savory and a sweet course. For the former, a combination of flaky salmon, tender asparagus, and caramelized Gruyère is a delight. And the utterly perfect lemon soufflé will haunt any dessert lover's dreams.",0,0
1538,Myriad,International,2,"Not sure what to eat tonight? Bring your indecision and your appetite to this globe-trotting gastropub, which turns out skillfully prepared dishes from across cultures. Whether you're feeling like a dose of Moroccan (roasted lamb sandwich with tomato jam and feta), Mexican (cochinita pibil), French (farm toast with fromage blanc and roasted plums), Italian (ricotta zeppole with caramel sauce), or any combination of the above, there's a dish that's sure to satisfy. And, there's also a selection of beer and wine to match every delightful bite. A new arrival to the Mission, Myriad sprawls over two long, narrow rooms, where hipster couples and families with kids trade bites of the shareable dishes. If you're paralyzed by choice, friendly servers are happy to lend a hand.",0,0
