,restaurant,type,price,rating,review,url
277,Vermilion,Cuisine Indian,From 25 USD    to 49 USD,Good standard.,"Andy Warhol would feel right at home among these silver-painted brick walls, high-fashion black-and-white photographs, metallic chairs, and curtains. The cool lounge atmosphere is best for dressed-up evenings or a celebratory Latin-tinged cocktail at the bar. Two expansive menus-one vegetarian, the other carnivorous-encompass Indian-inspired tapas and street foods. If feeling overhelmed by the choices, stick to the chef's specialties or go for the prix-fixe and let the kitchen decide. Meaty delicacies include spice-rubbed Mysore lamb chops with pink pickled onions. Gobi Portuguese lets tart tomatillo chutney and crunchy eggplant offset sweet coconut gravy and tender cauliflower. Shahi tukra pleases the palate with crisp fried semolina cakes drenched in caramel sauce.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-Vermilion-274777-41102
278,Sunda,Cuisine Fusion,From 25 USD    to 49 USD,Good standard.,"The Sunda shelf, an underwater outcropping that stretches along the coastline of Southeast Asia, connects the countries that provide culinary inspiration for this enormous River North lounge and restaurant. The beautiful people are naturally attracted to the clubby vibe Sunda radiates, complete with thumping music and a wide range of cocktail and sake selections. The seafood is as fresh as the vibe is sultry, with numerous raw and cooked options like tempura rock shrimp tossed with candied walnuts in a creamy honey aïoli; or maki like the ""tail of two tunas"" pairing yellowfin and super white tuna with pickled jalapeños and fried shallots. Meat-eaters won't go hungry with creative plates like lemongrass beef lollipops and oxtail potstickers.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-Sunda-289591-41102
279,NAHA,Cuisine American,From 50 USD    to 74 USD,"A MICHELIN star: cuisine of great finesse. Worth the step! 





Very good standard.","There's a quiet elegance to Chef Carrie Nahabedian's dining room, a sleek, window-wrapped space with contemporary accents of concrete, wood, and greenery. Here, patrons aren't groupies checking off the latest table on their do list, but rather connoisseurs experiencing a magnificent meal with exceptional service. If your idea of relaxation starts with pre-dinner drinks, the sizable bar and smattering of tables in the front lounge are an open invitation to begin. Despite its understated environs, NAHA's sweeping carte of seasonally driven Mediterranean cuisine is anything but. Shining starters include succulent lamb boereg, a delicate phyllo-wrapped parcel of ground meat plated with strained yogurt, juicy red pomegranate arils, and refreshing watercress salad. Perfectly toothsome and loaded with seasonal produce, the risotto is always a hit, while entrées like pan-seared Arctic char dressed with beluga lentils, mustard seeds, and savory apple-celery broth are a breath of fresh air. Dessert highlights include the house sundae-a perennial favorite that's reimagined each season-and the gâteau Basque, a warm vanilla custard cake served with brown butter ice cream, corn pudding, and cubed pears.",https://www.viamichelin.com/web/Restaurant/Chicago-60610-NAHA-273480-41102
280,RPM,Cuisine Italian,From 25 USD    to 49 USD,Very good standard.,"You'll want to bust out the Dolce & Gabbana for a sultry night at RPM. This see-and-be-seen scene starts at the wraparound Carrara marble bar and works its way to the mod black-and-white dining room, where sexy white leather chairs and booths don't detract from the pretty people on display. Even servers get into the spirit with white coats and skinny black ties. If you can tune out the diversions, the poster-sized menu of modern Italian antipasti, snacks, and family-style plates won't disappoint. Classically prepared peppered beef carpaccio and shaved parmesan is garnished with crispy mushrooms, while a hearty entrée of gnocchi is tossed with mild Italian sausage and rapini. Save room to share a plate of freshly fried bomboloni oozing with Nutella.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-RPM-366458-41102
281,Saigon Sisters,Cuisine Vietnamese,From 13 USD    to 24 USD,Simple standard.,"The sign of a great restaurant is when the owner is on-site, and such is the case at this local hot spot, where Mary Nguyen Aregoni is as gregarious and welcoming as her staff. Named after Mary and sister, Theresa Nguyen, the lofty space belies its compact size with huge glass windows and high ceilings. Simple banquettes and wood tables are a perfect canvas for the vibrant Vietnamese cuisine that comes speeding out of the kitchen. Lunch is busy with business types ordering the likes of a fragrant, satisfying, and clear pho floating with soft noodles, bean sprouts, jalapeños, and cilantro. Meanwhile, noodles stir-fried with thinly sliced hoisin-glazed pork, char-grilled red pepper, and sliced avocado are a dream team of flavor and texture.",https://www.viamichelin.com/web/Restaurant/Chicago-60661-Saigon_Sisters-326469-41102
282,Gene & Georgetti,Cuisine Steakhouse,From 75 USD    to 150 USD,Good standard.,"No, it's not a Hollywood set. This Italian-American steak joint is the real thing, and those wiseguys at the bar have been clinking their ice cubes in this wood-paneled room for decades. The historic spot, founded in 1941, is boisterous downstairs with the aforementioned regulars and guys grabbing a bite; upstairs is more refined for local politico lunches and a bit of old-school romance at dinner. Gene & Georgetti is a steakhouse with an Italian bloodline, prominently displayed in the heaping helping of fried peperoncini and bell peppers with the signature ""chicken alla Joe."" The cottage fries (oversized potato planks that come with most entrées) might necessitate a doggie bag, but all the better to leave room for a slice of classic carrot cake.",https://www.viamichelin.com/web/Restaurant/Chicago-60610-Gene_Georgetti-274764-41102
283,Terzo Piano,Cuisine Italian,From 50 USD    to 74 USD,Good standard.,"Whether you're taking in the modern masterpieces at the Art Institute or simply enjoying lunch or cocktails on the sculpture-filled garden terrace, Terzo Piano is a feast for all the senses. The windowed white room is mod and minimalist, allowing the artistry of the Mediterranean-influenced menu to shine brightly at each table. With Tony Mantuano overseeing the kitchen, Italian influences find their way into many seasonal dishes. Charred tomato crème fraîche lends luxurious smokiness and a tart streak to tender chicken Milanese resting on roasted cipollini purée; and agnolotti bursting with a sweet pea-ricotta filling find savory balance with shards of crispy pancetta. As an added bonus, museum members receive a 10 percent discount on the meal.",https://www.viamichelin.com/web/Restaurant/Chicago-60603-Terzo_Piano-289586-41102
284,Bohemian House,Cuisine Eastern European,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","This wickedly stylish ""house"" is exactly what River North needed to shake it up-a truly unique restaurant serving up delicious Czech, Austrian, and Hungarian cuisines. The stunning beer hall-meets-art nouveau interior (think reclaimed wood beams, stunning tiles arching over a semi-open kitchen, sky-blue tufted leather couches and Persian rugs) is worth a visit alone. No detail is overlooked. Delightfully, the food is amazingly tasty and just as pretty to look at. Don't miss the open-faced schnitzel sandwich, highlighting juicy pork over apple and kohlrabi slaw, aged Gouda, a fried egg, and drizzle of coarse mustard. Also a must do? The warm blueberry kolacky, a traditional Czech cookie filled with blueberry coulis and served with lemon curd and blueberry-sour cream ice cream.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-Bohemian_House-478766-41102
285,Avec,Cuisine Mediterranean,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard. Our best addresses.","Fans have been clamoring for the dinner plates at this West Randolph mainstay for more than a decade-and now that lunch is on the menu, it's official: Avec is a non-stop hangout. It's a fun vibe, as diners are tightly packed at a long counter and communal seating in the chic wood plank encased room, and servers do a good job attending to the crowd. Mediterranean flavors factor prominently in the kitchen's stimulating creations, like a kale and carrot salad dressed with delightfully herbaceous and spicy green harissa as well as sunflower seeds for crunch. A thick slice of excellent whole grain bread spread with walnut-beet muhamarra is the foundation of an open-faced roasted salmon sandwich, and other delights-there are many-come and go with the seasons.",https://www.viamichelin.com/web/Restaurant/Chicago-60661-Avec-326470-41102
286,Beatrix,Cuisine International,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","From a spartan façade to an industrial décor, Beatrix is the epitome of cool. Then consider its many meal options, popular tunes, and trendy scene rife with hotel guests from the adjacent Aloft, and know why it's jamming. Servers don stylish hairdos and tattoos to match the vibe while attending to the giant room scattered with seats and a coffee bar dispensing excellent local brews. Meanwhile, the menu veers from creative to quirky with pleasing results. A spring pea soup highlights aroma, flavor, and texture when shot with mint, ricotta, and croutons. Salads may headline, but mains like roasted chili- and chocolate-glazed salmon are a smoky surprise. End with the apple strudel flavored with caramelized brown sugar-it's big in size and faultless in flavor.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-Beatrix-409366-41102
287,Benny's Chop House,Cuisine Steakhouse,From 50 USD    to 74 USD,Very good standard.,"Old-school service meets modern elegance at Benny's Chop House. A far cry from the clubby, masculine steakhouses of yesteryear and just a stone's throw from the Magnificent Mile, this expansive but welcoming space goes for understated glamour, with tasteful inlaid wood and burgundy columns offset by natural stone walls, white birch branches, and a marble bar. Though Benny's steaks are the draw, those prime cuts of filet mignon and ribeye are matched by fresh seafood like simply roasted bone-in halibut fillet and classic raw bar towers, along with a variety of pastas and salads. A trio of sliders featuring mini portions of Benny's burger, crab cake, and sliced filet with horseradish cream elevate the idea of bar snacks to new heights.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Benny_s_Chop_House-289588-41102
288,Blackbird,Cuisine Contemporary,From 50 USD    to 74 USD,"A MICHELIN star: cuisine of great finesse. Worth the step! 





Good standard.","The bright, very contemporary boxy white façade is a brilliant contrast to its somewhat missable street-just as it has been since its 1997 opening. Inside the white and steel space, find clean lines and a modern aesthetic that moves from the black-and-white artwork to the bare tables and vases that seem to pop with colorful flowers. Service can be brusque, but that never seems to deter the crowds from packing in. Expect a wait. A strong sense of style extends to the cuisine; this is a serious kitchen with an eye on artistic detail and elegance. The à la carte menu may offer dishes like duck rillettes spread on a sunflower seed cracker studded with poppy, raw sesame, and pumpkin seeds as well as compressed apple for a tart counterpoint to the rich duck. Meaty abalone mushroom confit is served with tiny and delicate sweet potato tortellini, braised mustard greens, and green apple in a soy-kissed broth. Finish on a sweet note with the Bourbon gooey butter cake, inventively deconstructed and served with crushed and shatter-thin sheets of caramelized strudel, toasted pecans, and a delectable whoosh of wonderfully seasonal pumpkin pie filling, all topped with whipped goat cheese.",https://www.viamichelin.com/web/Restaurant/Chicago-60661-Blackbird-273443-41102
289,Mastro's,Cuisine Steakhouse,From 75 USD    to 150 USD,Very good standard.,"Mastro's may be relatively young on the Windy City's steakhouse scene, but it shows up with the swagger of an old pro. Black SUVs unload VIPs in front of the revolving door, which leads to a gleaming wall of bottles at the gilded bar. Live lounge music may take the level of conversation up a notch, but sip on a shaken martini to blank out the surrounding din. Steaks on screaming hot platters come unadorned unless otherwise listed, and servers will happily rattle off recommendations for toppings, sauces, and crusts. Salads like Mastro's house version, a local favorite stocked with chopped jumbo shrimp and a giant steamed prawn, are hearty (read: oversized), but smaller portions are on offer so you can leave room for the renowned butter cake.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-Mastro_s-333100-41102
290,Salero,Cuisine Spanish,From 25 USD    to 49 USD,Good standard.,"Nestled in among neighboring Randolph Street hangouts, this upscale newbie holds its own. Accented by wood details set aglow with pillar candles and a turquoise wall hung with steer horns, the space boasts a chic front bar area for cocktails and a dining room that welcomes guests in for a meal . A contemporary vision of Spanish cuisine turns out pintxos to start-try the Gilda, a single bite skewer featuring a brown anchovy, pickled guindilla pepper, and a manzanilla olive. Follow this up with a slick risotto-paella hybrid; or boneless roasted quail stuffed with chorizo and set over wilted spinach with toasted pine nuts. For dessert, order the manzana to receive a miniature apple cake dressed with rosemary crumble, cider reduction, and goat cheese ice cream.",https://www.viamichelin.com/web/Restaurant/Chicago-60661-Salero-474211-41102
291,Sable Kitchen & Bar,Cuisine American,From 25 USD    to 49 USD,Good standard.,"Tucked into the spacious and beautiful Hotel Palomar, Sable Kitchen & Bar is a sleek, sultry, and sophisticated number, fitted out with different dining areas. There's the stunning 40-foot bar, tricked out in gorgeous dark paneling, soft leather seats, and unique light fixtures. The expansive dining room is equally elegant and urbane, attracting dates looking for more intimacy or friends catching up over dinner.The chef manning the ship here is Lawrence Letrero, and an evening in his very capable hands might entail a decadently spicy and wonderfully complex starter of shrimp and roasted squash curry. Then diners may graduate to crispy, juicy adobo pork belly, served with sticky rice, and a pickled green papaya salad topped with a fried farm egg.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-Sable_Kitchen_Bar-289590-41102
292,GT Fish & Oyster,Cuisine Seafood,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","Quaint seaside shacks have nothing on this urban spot that exudes nautical chic. A boomerang-shaped communal table by the raw bar makes a perfect oyster-slurping perch. Lead fishing weights keep napkins in place on nautically styled, brass-edged tables, lined up under an enormous chalkboard-style mural of a jaunty swordfish skeleton. Pescatarians savor the numerous seafood dishes meant for sharing, but those who forego fish are limited to three meat options. Rectangular crab cakes, stuffed to the gills with sweet meat, get a crunchy sear on all sides. Salade Niçoise spotlights pristine slices of fresh tuna and snappy green beans in a cider-mustard dressing. Key lime pie, a traditional meal-ender, is transformed into light layers of curd and cake in a glass jar.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-GT_Fish_Oyster-337554-41102
293,Brindille,Cuisine French,From 75 USD    to 150 USD,Very good standard.,"This posh bistro is located just steps away from NAHA, it's impressive sister restaurant from cousins Carrie and Michael Nahabedian. Hushed and intimate, the dining room is awash with a palette of soothing greys and dressed up with herringbone floors along with black-and-white photography. Brindille's menu isn't a sequel to NAHA's contemporary Mediterranean fare, but instead bears a strong Parisian accent influenced by the chef's love of French cuisine. Roasted chestnuts are whirled into a creamy soup and poured over compressed apple, wild mushrooms, and puffed rice. Spot-on Dover sole meuniere is plated with a purée of watercress and golden-crisp pommes rissolées. And for dessert, preserved cherries are just one option to fill the baked-to-order almond clafoutis.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-Brindille-408500-41102
294,Lou Mitchell's,Cuisine American,From 13 USD    to 24 USD,Simple standard.,"At the top of Chicago's list of beloved names is Lou Mitchell. This eponymous diner is by no means an elegant affair, but thanks to its delicious omelets and iconic crowd, it has been on the Windy City's must-eat list since 1923. Don't panic at the length of the lines: they are long but move fast, and free doughnut holes (one of the restaurant's signature baked goods) make the wait go faster. Back to those omelets: they may be made with mere eggs, like everyone else's, but somehow these are lighter and fluffier, almost like a soufflé, stuffed with feta, spinach, onions, or any other ingredients of your choice. They arrive in skillets with an Idaho-sized helping of potatoes. The best part? Everyone gets a swirl of soft-serve at the meal's end.",https://www.viamichelin.com/web/Restaurant/Chicago-60661-Lou_Mitchell_s-273460-41102
295,Grace,Cuisine Contemporary,From 75 USD    to 150 USD,"Three MICHELIN stars: unique cuisine. Worth a special trip! 





Excellent standard. Our best addresses.","Ask a passing foodie to name one of Chicago's most elegant and sophisticated restaurants and they'll probably say Grace. This room is as handsome as it is urbane and provides a supremely comfortable environment for those spending an evening discovering the culinary wizardry of Curtis Duffy. You'll be presented with a choice between two seasonally changing menus: ""Fauna"" or, for vegetarians, ""Flora."" Opt for the wine pairings and you're done on the decision making for the night. Trying to keep track of the ingredients of each dish will nullify the benefit of the wine, so instead just marvel at the clever presentation and dig in-because taste is what this food is all about. The dishes are intricate and elaborately constructed, with herbs playing an integral part rather than merely being a garnish. Occasionally your taste buds will get a little slap, perhaps with the odd Thai or Vietnamese flavor, and the courses will fly by. This style of cooking is very labor-intensive and if you want to learn more, then take advantage of their offer of a post-prandial kitchen tour.",https://www.viamichelin.com/web/Restaurant/Chicago-60661-Grace-399967-41102
296,Baffo,Cuisine Italian,From 50 USD    to 74 USD,Very good standard.,"As the flagship fine dining experience of Eataly's mega food mecca, Baffo brings the Mario Batali brand of contemporary Italian cuisine to downtown Chicago. Dim lighting and stylized black-and-white accents add drama to the formal white-tablecloth space, which strives for sophistication despite stutter-start service that needs a bit more fine tuning to shine like a true Batali star. Thanks to truly top-notch ingredients, simple dishes like poached veal tongue with spicy giardiniera and caramelized onions stand out on the menu. Though pastas can verge on the edge of too al dente, braised short rib is perfectly fork-tender with a crunchy, buttery breadcrumb topping and rustic braised greens primed for soaking up the meat's rich jus.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Baffo-436452-41102
297,The Purple Pig,Cuisine Mediterranean,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Simple standard.","This Windy City haunt is so popular that the patio provides valuable real estate all year long by way of screens and heat lamps. If you are able to score a seat inside, where tightly packed tables bolster the accommodations, you'll enjoy a view of the kitchen from the Carrara marble bar. The extensive small plates menu is primed for pairing with the wine list, and unusual cuts of meat-like a panini with pork heart-take precedence. Inspired by a Chicago beef, this ciabatta roll is moistened with jus, stuffed full of pork, and dressed with sweet peppers and spicy-tangy giardiniera. A plethora of charcuterie, fried bites, and spreads like whipped feta with cucumbers guarantees all who sip and sup here leave with a full belly and wine-stained mouth.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-The_Purple_Pig-281101-41102
298,Michael Jordan's,Cuisine Steakhouse,From 50 USD    to 74 USD,Very good standard.,"Leave your dated 1993 Bulls jersey in the closet for a meal at this swanky steakhouse, tucked just off the lobby of the InterContinental Hotel. Leather and velvet accents telegraph an upscale vibe, and references to His Airness are subtle-from oversized sepia photographs of basketball netting to a 23-layer chocolate cake for dessert. A glass of Amarone with a dry-aged Porterhouse is always a slam-dunk, but the kitchen also turns out pleasing modern twists on steakhouse classics. Chicago's famous Italian beef gets an upgrade with smoked ribeye and aged provolone. Similarly, the traditional wedge salad is presented as a halved small head of baby romaine, layered here with creamy Wisconsin blue cheese and thick slabs of crispy bacon.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Michael_Jordan_s-362547-41102
299,Joe's,Cuisine American,From 75 USD    to 150 USD,Very good standard.,"Despite the ample neighborhood competition, this outpost of the original Miami seafood, steak, and stone crab palace does just fine up north. Clubby, masculine décor fashions a classic scene, while business diners and lively martini-toasting groups keep the leather booths full from lunch through dinner. Stone crab claws accompanied by signature mustard sauce are shared by nearly every table, followed by decadent dishes like a bone-in filet with their simple yet delicious coriander-spiked seasoning. Americana sides like Jennie's fontina and asiago mashed potatoes, or grilled tomatoes topped with cheesy spinach pesto, are ample enough to share. Joe's Key lime pie is rightly famous, but other retro sweets like coconut cream pie are worth a forkful.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Joe_s-289589-41102
300,Labriola,Cuisine Italian,From 25 USD    to 49 USD,Good standard.,"Supersizing his popular Oak Brook café, baker Rich Labriola expands his eponymous empire just off Michigan Avenue. The hangar-sized space is three operations in one: a café for pastries and casual bites; a bar; and a full-scale restaurant. Though the décor takes cues from French brasseries, the menus have a decidedly Italian focus. No matter where you're seated, you can sample the quality imported salumi and formaggio selections like Parma ham and Granduca pecorino, accompanied by charred bread and sharp chutney. Neopolitan pizzas, fritto misto, and house-made pastas like bucatini all'Amatriciana don't disappoint, and tiramisù gets a new twist in a mélange of velvety smooth chocolate mousse, espresso-infused mascarpone, and coffee-soaked cake cubes.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Labriola-471940-41102
301,David Burke's Primehouse,Cuisine Steakhouse,From 50 USD    to 74 USD,Good standard.,"Banish thoughts of musty wood-paneled rooms from your mind and unwind at this chic-and slightly tongue-in-cheek-steakhouse in the boutique James Hotel. Rawhide tablecloths and masculine wood-and-rope décor elements hint at the ranch and open range, though the cocktails and young, trendy clientele at the accompanying bar are strictly urban. The all-American menu offers a wide selection of top-notch beef and hearty sides to match. Skewered cubes of maple syrup-smothered, black pepper-dusted bacon are a playful snack to share, a poppable prelude to the carnivorous courses to follow. Bone-in steaks like the 8-ounce filet are juicy and flavor-packed; many cuts are aged in-house in a Himalayan salt-tiled room for prime attention and coddling.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-David_Burke_s_Primehouse-268989-41102
302,Union Sushi + Barbeque Bar,Cuisine Japanese,From 25 USD    to 49 USD,Good standard.,"The slogan of this big, bustling restaurant is ""Uniting Japanese culinary tradition with a distinctly American persona,"" which roughly translates to ""Japanese food with a party hat on."" The cocktails are good, the noise levels are high, and there are more tattoos in the room than a Yakuza convention. The menu will take forever to read so just go directly to their two specialties-the assorted sushi rolls, some of which use black rice, and meats and fish expertly cooked over an open flame on the seriously hot robata. The ingredients are good and the flavor combinations don't get silly. Just remember that sharing is the key to keeping that final check in check, especially as the T-shirted staff are masters of upselling with an iPad.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-Union_Sushi_Barbeque_Bar-340603-41102
303,Paramount Room,Cuisine Gastropub,From 25 USD    to 49 USD,Simple standard.,"Though a few blocks north of the hot-and-heavy Fulton Market food scene, this edgy joint, equal parts gastropub and dive bar, more than holds its own. To start, make like the cool kids and order something from the well-stocked bar: Moscow Mules are presented properly in frosty copper mugs, killer Bloody Marys are fortified by skewers of huge olives and blocks of dill Havarti, and the beer list boasts there's ""no crap on tap"". Paramount's menu features dishes that make the most of top-quality ingredients, like a plump burger crafted from 100 percent Wagyu beef on a toasted brioche bun. Daily specials have featured a trio of sweet and zesty pulled pork sliders sided by a heap of crisp and crunchy tempura-style green beans.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-Paramount_Room-269224-41102
304,Mercat a la Planxa,Cuisine Spanish,From 25 USD    to 49 USD,Good standard.,"Within a cavernous space in the Renaissance Blackstone hotel, Mercat a la Planxa recreates the hustle and bustle of a Spanish marketplace with an extensive menu of Catalan tapas. The dining room's tightly packed tables are perfect for grazing, and soaring ceilings along with cathedral windows overlooking Grant Park impress locals and out-of-towners alike. Plump, crunchy gambas al ajillo are bathed in buttery garlic sauce with a hint of lemon, and servers add to the excitement by drizzling jus over skewers of bacon-wrapped lamb loin medallions at the table. This is the kind of place where nary a splash of sauce is left behind, so use those slices of brioche-with a swipe of sweet onion purée for good measure-to sop up every last delicious drop.",https://www.viamichelin.com/web/Restaurant/Chicago-60605-Mercat_a_la_Planxa-269221-41102
305,Au Cheval,Cuisine American,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Simple standard.","This corner bar on Randolph Street's restaurant row may be dim, but it's got a few glittering edges. The reel-to-reel in the doorway lends a retro feel, but the rest is decidedly cushy. Late-night revelers prefer to sit at tufted leather booths or savor beers at the zinc-topped bar, rather than endure a wait for a table in the raucous space. Bartenders work just as hard as line cooks until the wee hours. The kitchen puts a highfalutin spin on simple bar eats. In-house butchers craft 32-ounce pork Porterhouses for sharing; foie gras for folding into fluffy scrambled eggs; and house-made sausages for bologna sandwiches that go well beyond a kid's wildest dreams. Thin griddled cheeseburger patties are perked up by maple syrup-glazed peppered bacon.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-Au_Cheval-366461-41102
306,The Franklin Room,Cuisine American,From 25 USD    to 49 USD,Good standard.,"With a motto like ""Ladies and Gentlemen Welcome,"" it's no surprise that the subterranean space housing this modern-day tavern and whiskey bar is as inviting as they come. Surrounded by backlit bottles of top-notch spirits under wrought-iron latticework light panels, guests gather for convivial conversation and great drinks. Fans of Bourbon will delight in the Derby Day Mule, which swaps out vodka for Buffalo Trace. Pair your libation with rib-sticking dishes like a sandwich of garlic- and balsamic vinegar-roasted portobello mushroom caps layered with a runny egg, grilled tomato, and blue cheese; or a steaming bowl of braised duck soup complete with thick and silky pappardelle. End on a high note-think Bourbon-infused milkshake with house-made ice cream, natch.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-The_Franklin_Room-474205-41102
307,Side Door,Cuisine Gastropub,From 25 USD    to 49 USD,Good standard.,"In a city with no shortage of steakhouses, Side Door dares to be different. It's the casual arm of Lawry's in the historic McCormick Mansion, offering the same quality and service without the power lunch vibe. Comfy leather banquettes and wide wooden tables are well spaced throughout the bi-level restaurant, offering a respite for shoppers to relax with a cheese plate and craft beer flight. Share an order of prime rib poutine among friends-it's drenched in beef gravy and pepper jack cheese-or go whole hog with the prime rib sandwich, which is hand-carved to order and presented tableside with horseradish cream and au jus. For something lighter but just as pleasurable, try the kale Caesar, with white anchovies and a delicately creamy garlic dressing.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Side_Door-474208-41102
308,Girl & The Goat,Cuisine Contemporary,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","The revolving door never stops turning as Girl & The Goat's party keeps going. Even on a Monday night, guests linger for hours, shouting over the din at this sceney but always friendly stunner. Appropriately rustic wooden pillars and beams connect a warren of seating areas, from elevated platforms to banquettes to dim private corner nooks. A pick-your-own-protein adventure, the menu is organized by ingredient with a dedicated section for goat. Paper-thin goat carpaccio is dusted with fried capers, beads of smoked trout roe, and an olive-maple vinaigrette. Red currants brighten the luxe meatiness of wood-fired scallops with subtly smoked uni cream. The kitchen will even send out mini portions of menu items for solo diners-a truly thoughtful touch.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-Girl_The_Goat-294706-41102
309,Dolce,Cuisine Italian,From 25 USD    to 49 USD,Good standard.,"With locations in Miami and Atlanta, Dolce's newest outpost lands in Chicago's popular River North neighborhood, tucked into the lobby of the stunning, Cubist-influenced Godfrey boutique hotel. The spacious dining room features a sleek interior with dark wood grain tiles, orange leather furnishings, tweed-lined banquettes, and enormous windows. Dolce offers a chic take on Italian dining, with a menu featuring pizzas, house-made pastas, and entrées like veal Milanese or fennel pollen-dusted roasted chicken. Try the cool watermelon salad studded with heirloom tomatoes, crumbled goat cheese, pea shoots, mint, and toasted pumpkin seeds. The pappardelle alla Bolognese arrives irresistibly silky and dressed in a wickedly good beef, pork, and veal ragù.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-Dolce-478768-41102
310,¡Hello Tacos! De Cero,Cuisine Mexican,From 25 USD    to 49 USD,Good standard.,"As a muy popular member of restaurant row, this spot takes the traditional taqueria and turns it on its head...with spice! Lively music keeps the energy level high, though low lighting lends a cozy vibe to the sleek wood-dominated space. Two rooms, each equipped with a bar, make it easy to get started with a strawberry-mint margarita or Mexican beer. Don't let the name change fool you; ¡Hello Tacos! is still everything you've come to love about De Cero over the years. Tacos are made with hand-pressed corn tortillas and ordered individually, letting diners sample a range of fillings including rich duck confit and spicy corn salsa. Ample chunks of carnitas with habanero salsa and julienned radish is another fave, while jalapeño-marinated skirt steak tortas are pressed to order and ooze with melting Chihuahua.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-Hello_Tacos_De_Cero-289592-41102
311,Rural Society,Cuisine Steakhouse,From 50 USD    to 74 USD,Good standard.,"This buzzy Argentinean steakhouse from prolific Chef Jose Garces brings a touch of international flair to Chicago's already meat-heavy roster. The ranch-inspired space is smart and upscale, with oversized iron chandeliers, framed photos of show cattle, and a painted wood kitchen from which a wood-fired oven and grill fill the air with a smoky aroma. In addition to excellent cuts of beef, Rural Society grills up stellar Maine lobster, chicken, and chops, while the oven produces mouthwatering Argentinean pizzas and homemade-spiced sausages. Be sure to try the plana di hierro and fritas, a South American version of traditional steak frites that boasts a subtly smoky flavor and a creamy, chili-spiced butter dip for those crispy chips.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Rural_Society-471941-41102
312,Oak + Char,Cuisine American,From 25 USD    to 49 USD,Good standard.,"Despite its panoply of high-profile neighbors, this convivial haunt manages to maintain a relaxed, mellow vibe. Whether lounging over drinks and a bite from the innovative cocktail list and bar snacks menu, grabbing a quick soup-and-sandwich lunch, or going all out for dinner, guests are welcomed to sip, nibble, and chat as long as they like. The self-described ""modern Midwestern"" menu pulls influences and ingredients from around the globe, yet maintains a distinctly American feel in dishes like cotton cake-an airy Japanese-style cheesecake kept light with streaks of persimmon jam and basil streusel. Smoky wood-grilled eggplant pairs with red pepper jam on a hearty ciabatta sandwich, with irresistibly salty homemade potato chips straight from the fryer.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-Oak_Char-474207-41102
313,Sumi Robata Bar,Cuisine Japanese,From 25 USD    to 49 USD,,"There's a degree of authenticity to this traditional robata bar and that includes the discreet entrance, although a spacious patio ultimately lets you know you're not in downtown Tokyo. Sit at the counter to best appreciate their specialty-the Japanese art of grilling. For a good value lunch look no further than the bento boxes, but come at night and you'll be able to try a variety of grilled items where the natural flavors shine through, whether that's Wagyu beef or crab. You can also try more unusual cuts that you may hitherto have avoided, such as chicken heart or tail. The service is smiley, helpful, and sincere. The guys behind the counter have a more serious countenance-well, good grilling is serious business.",https://www.viamichelin.com/web/Restaurant/Chicago-60654-Sumi_Robata_Bar-408502-41102
